Unnamed: 0,cd_loc,latlong
7143,대연동 수영로266번길 124 부근,"[35.1320237, 129.1006121]"
7144,대연동 황령대로319번길 다이소 부근,"[35.1520216, 129.0886991]"
7145,문현동 고동골로 48 부근(인도),"[35.1411397, 129.0713104]"
7146,문현동 남동천로 64 부근,"[35.1424298, 129.0643316]"
7147,대연동 황령대로319번가길 LS마트 부근,"[35.1520216, 129.0886991]"
7148,대연동 수영로298번길 38-6 부근,"[35.1352261, 129.099751]"
7149,대연동 황령대로319번가길 LS마트 부근(횡단보도),"[35.1540914, 129.0892447]"
7150,대연동 용소로7번길 골목집 부근,"[35.136778, 129.102751]"
7151,문현동 국제금융센타.부산은행역부근(횡단보도),"[35.1454655, 129.0667495]"
7152,문현동 고동골로 윤현기정형외과 부근(인도/횡단보도),"[35.1384222, 129.071233]"
7153,문현동 전포대로 유진광고 부근,"[35.1443594, 129.0642591]"
7154,대연동 황령대로319번가길 CU 부근,"[35.14986740000001, 129.0922554]"
7155,대연동 못골번영로 부흥이부자리 부근,"[35.1358337, 129.0893647]"
7156,문현동 황령대로74번길 72 부근(곡각지),"[35.1467037, 129.067358]"
7157,대연동 황령대로319번가길 190-6 부근,"[35.1506637, 129.0885164]"
7158,대연동 수영로196번길 19 건너편(곡각지),"[35.1340164, 129.0881708]"
7159,문현동 전포대로92번길 강진융프라우II 부근(곡각/횡단보도),"[35.1450012, 129.0684085]"
7160,대연동 황령대로 342 부근(횡단보도),"[35.1470504, 129.0952745]"
7161,대연동 황령대로319번가길 엘림주찬양교회 부근(인도),"[35.1516628, 129.0900314]"
7162,대연동 황령대로319번가길 LS마트/다이소 부근(도로가운데주차),"[35.1516189, 129.0895219]"
7163,대연동 황령대로319번길 132 부근,"[35.1492374, 129.0915582]"
7164,용호동 용호로 42번길 17 부근,"[35.1261051, 129.1091447]"
7165,대연동 황령대로492번길 대영온천 부근(횡단보도),"[35.1379197, 129.1068247]"
7166,문현동 황령대로90번길 범양레우스 부근,"[35.1217328, 129.0421301]"
7167,대연동 황령대로319번나길 다이소 부근,"[35.1520216, 129.0886991]"
7168,대연동 황령대로319번가길 대우그린 1차아파트 부근,"[35.150919, 129.088224]"
7169,문현2동 문현교차로 부근(안전지대),"[35.136865, 129.0678657]"
7170,문현동 고동골로 103 부근,"[35.1392748, 129.0710344]"
7171,문현동 전포대로67번길 43 부근,"[35.142662, 129.0642721]"
7172,대연동 황령대로319번길 넥센대성대리점 부근,"[35.1493337, 129.0912265]"
7173,대연동 황령대로319번가길 158-4 부근(횡단보도),"[35.1513695, 129.0866008]"
7174,대연동 대연비치앞CCTV(인도/횡단보도),"[35.136505, 129.108556]"
7175,문현동 한국은행 부근,"[35.1454134, 129.0642275]"
7176,문현동 문현금융로 5 부근,"[35.1472297, 129.0657929]"
7177,대연동 243-15 부근(횡단보도위),"[35.1514813, 129.0890069]"
7178,대연동 황령대로319번가길 158-7 부근(횡단보도),"[35.1516806, 129.0886979]"
7179,대연동 황령대로 329 부근,"[35.1509374, 129.0947559]"
7180,대연동 황령대로319번가길 158-4 부근,"[35.1513695, 129.0866008]"
7181,대연동 황령대로353번길 10 부근(인도),"[35.1470861, 129.0963176]"
7182,대연동 황령대로319번가길 137 부근,"[35.152438, 129.0891744]"
7183,용당동 유엔평화로153번길 20 부근,"[35.1233896, 129.098497]"
7184,문현동 전포대로91번길(사선),"[35.1443594, 129.0642591]"
7185,대연동 혁신지구상가 부근,"[35.1397318, 129.1033138]"
7186,용호동 동명로145번가길 3 부근,"[35.120107, 129.1130965]"
7187,문현동 전포대로40번길 데시앙아파트 부근(곡각지),"[35.1416397, 129.0679179]"
7188,대연동 수영로 309 경성대 동문 부근(횡단보도),"[35.1397716, 129.0984966]"
7189,대연동 황령대로319번길 26 부근(횡단보도),"[35.1503653, 129.0919201]"
7190,대연동 용소로19번길 53 부근(교차로 모퉁이),"[35.1369267, 129.1033543]"
7191,대연동 용소로14번길 7 부근,"[35.1359356, 129.1003344]"
7192,문현동 전포대로91번길 47 부근(정류장),"[35.1443594, 129.0642591]"
7193,대연동 황령대로319번가길 158-7 부근(교차로 모퉁이),"[35.1516806, 129.0886979]"
7194,대연동 243-13 부근(횡단보도),"[35.1517879, 129.0887948]"
7195,대연동 황령대로319번가길 158-4 부근(교차로 모퉁이),"[35.1513695, 129.0866008]"
7196,문현동 남동천로 38 부근(횡단보도),"[35.1407552, 129.0659591]"
7197,문현동 전포대로 문현2동치안센터 부근,"[35.1460649, 129.0671214]"
7198,문현동 전포대로 122-1 부근,"[35.1477144, 129.0670244]"
7199,감만동 8부두로 29-1 부근,"[35.1174074, 129.0778803]"
7200,대연3동 황령대로319번가길 190-6 부근,"[35.1506637, 129.0885164]"
7201,대연동 유엔평화로106번길 4 부근(정류장),"[35.1325445, 129.0909424]"
7202,대연동 황령대로319번가길 167 부근(인도/횡단보도),"[35.1516987, 129.0891942]"
7203,대연동 황령대로319번가길 194 부근(교차로 모퉁이/횡단보도),"[35.1503005, 129.0894082]"
7204,문현동 황령대로90번길 106 부근,"[35.1456614, 129.0692374]"
7205,문현동 문현로 36-1 부근,"[35.1423971, 129.0746095]"
7206,대연동 진남로25번길 16 부근(교차로모퉁이),"[35.1373649, 129.0904955]"
7207,대연동 황령대로 328 부근(교차로 모퉁이/횡단보도),"[35.14767750000001, 129.0932077]"
7208,문현동 전포대로67번길 48 부근(횡단보도),"[35.1428661, 129.064018]"
7209,대연동 황령대로492번길 남천중학교 부근(인도),"[35.1364491, 129.1052233]"
7210,대연동 못골번영로 3 부근,"[35.1353618, 129.0890117]"
7211,대연동 황령대로319번가길 다이소 부근(인도/횡단보도),"[35.1516189, 129.0895219]"
7212,문현동 자성로 148 부근(인도),"[35.137165, 129.0668551]"
7213,문현2동 문화센터 부근(횡단보도),"[35.1452803, 129.0686712]"
7214,대연동 교보문고 앞 CCTV(정류소),"[35.13767, 129.1017052]"
7215,대연동 황령대로319번가길 대교마트 황령점 부근(소화전),"[35.1516806, 129.0886979]"
7216,대연동 황령대로492번길 10 부근,"[35.1370376, 129.1054963]"
7217,대연동 황령대로319번길 128 부근(정류장),"[35.1493124, 129.0913364]"
7218,대연동 수영로 양우내안애 부근(인도),"[35.1388787, 129.0775542]"
7219,대연동 황령대로319번길 평화교회 부근,"[35.149224, 129.0901412]"
7220,용당동 유엔평화로 143 부근(인도),"[35.1236442, 129.0972585]"
7221,대연동 황령대로319번가길 다이소 부근(교차로모퉁이),"[35.1516189, 129.0895219]"
7222,대연동 용소로28번길 20 부근,"[35.1349276, 129.0996603]"
7223,문현동 고동골로47번길 아림하이츠빌라 부근((교차로 모퉁이),"[35.1411979, 129.0706153]"
7224,용호동 SK뷰아파트앞CCTV(인도연결/진출입구),"[35.1025645, 129.1191118]"
7225,대연동 용소로13번길 52 부근(소화전),"[35.1372194, 129.1032815]"
7226,대연동 황령대로492번길 대영면옥 부근(횡단보도),"[35.1377897, 129.1064227]"
7227,우암동 내호냉면부근,"[35.1264978, 129.0708729]"
7228,용당동 신선로 303 부근(인도),"[35.1132685, 129.0955474]"
7229,용호4동 용호4동주민센터 부근(곡각/횡단보도),"[35.1132018, 129.1104452]"
7230,문현동 전포대로 천우타일도기 부근(인도),"[35.1756573, 126.8439941]"
7231,용당동 신선로 대로타이어 부근(횡단보도),"[35.11234700000001, 129.087265]"
7232,문현동 지게골로 37 부근,"[35.1358201, 129.070048]"
7233,대연동 수영로 현대오피스텔 부근(인도),"[35.13581, 129.097474]"
7234,문현동 전포대로91번길 이마트 부근(사선),"[35.1443594, 129.0642591]"
7235,문현2동 문현교차로부근,"[35.136865, 129.0678657]"
7236,용당동 유엔평화로153번길 탑훼밀리마트 부근(곡각/횡단보도),"[35.1236464, 129.0985739]"
7237,감만동 동서고가로 우암부두 부근,"[35.1120502, 129.0809651]"
7238,문현동 진남로 대연SK뷰아파트 부근(사선),"[35.1370179, 129.0943]"
7239,용호동 용주로 5 부근,"[35.1131931, 129.1113526]"
7240,우암동 우암로154번길 자유1차 아파트 부근,"[35.12625540000001, 129.0812536]"
7241,문현동수영로 43 우리네약국 부근,"[35.1367053, 129.0726655]"
7242,감만동 북항로 (구)동부터미널 부근(2차선주차),"[35.1087722, 129.0804289]"
7243,문현동 수영로13번길 40 부근(곡각/안전지대),"[35.1385008, 129.070759]"
7244,대연동 수영로298번길 35 부근,"[35.1354308, 129.0998328]"
7245,대연동 유엔평화로76번길 34 부근,"[35.1271736, 129.0939167]"
7246,문현동 수영로39번길 문현3동주민센터 부근,"[35.1381705, 129.0716986]"
7247,문현동 수영로 시티프라자 부근(곡각지),"[35.1363929, 129.0704488]"
7248,용호동 동명로 호수부동산 부근(곡각지),"[35.1189644, 129.1148019]"
7249,문현2동 한국은행부근(곡각/횡단보도),"[35.1454134, 129.0642275]"
7250,문현동 자유평화로60번길 보람세탁소 부근,"[35.1382176, 129.0672099]"
7251,우암동 장고개로 7-2 부근,"[35.1260502, 129.0709384]"
7252,대연동 유엔평화로 유엔주차장앞도로 부근,"[35.1266711, 129.0954364]"
7253,문현동 전포대로 96-2 부근,"[35.1443594, 129.0642591]"
7254,문현동 문현금융로 25 부근(소화전),"[35.1472297, 129.0657929]"
7255,대연동 홍곡로 360 부근(교차로 모퉁이),"[35.1214776, 129.0879274]"
7256,문현1동 번영로교회 부근,"[35.1384345, 129.0702052]"
7257,문현동 전포대로 김밥축제 부근,"[35.1430883, 129.0670465]"
7258,문현동 전포대로 소리사 부근(안전지대),"[35.1422239, 129.0672816]"
7259,대연동 진남로 대연SK뷰아파트 부근(인도),"[35.1370179, 129.0943]"
7260,감만동 우암로 144-1 부근,"[35.1231206, 129.080492]"
7261,용호동 용호로 91 부근(횡단보도),"[35.1239878, 129.1127631]"
7262,대연동 진남로116번길 아주문구 부근(사선),"[35.1391431, 129.082326]"
7263,문현동 수영로 메가마트 부근,"[35.1376601, 129.0727736]"
7264,감만동 동국제강 앞 CCTV(인도),"[35.1120502, 129.0809651]"
7265,문현동 진남로 새마을금고 부근(곡각지),"[35.1355713, 129.0852965]"
7266,문현동 전포대로110번길 디온플레이 부근(곡각지),"[35.1466213, 129.0681884]"
7267,문현동 고동골로72번길 13 부근,"[35.1436126, 129.0719804]"
7268,문현2동 문현이마트부근(횡단보도),"[35.1443594, 129.0642591]"
7269,대연동 수영로219번길 금곡횟집 부근,"[35.1359316, 129.0921101]"
7270,감만동 신선로 만트럭 부산센터 부근,"[35.1223226, 129.0986605]"
7271,감만동 동서고가로 세방우암 cy맞은편 부근,"[35.1203672, 129.0796983]"
7272,대연동 유엔로 201 부근,"[35.1303935, 129.0982838]"
7273,문현동 자유평화로60번길,"[35.1392536, 129.0666915]"
7274,문현동 장고개로 98 부근,"[35.13404209999999, 129.0696868]"
7275,대연동 못골번영로 38 부근,"[35.1383983, 129.0891476]"
7276,감만동 현대@사거리CCTV(이중주차),"[35.1120502, 129.0809651]"
7277,대연동 유엔평화로17번길 13 부근,"[35.13381529999999, 129.0939161]"
7278,문현동 수영로13번길 42 부근(인도),"[35.1385458, 129.0707728]"
7279,남구 문현2동 문화센터 부근,"[35.13857910000001, 129.0722019]"
7280,대연동 수영로219번길 28 부근,"[35.136388, 129.0905736]"
7281,문현동 전포대로 문현역 부근(인도),"[35.139125, 129.067386]"
7282,감만동 북항로 동원터미널 부근(인도),"[35.1083685, 129.0730604]"
7283,문현동 수영로 26 대림시티프라자앞(인도),"[35.136347, 129.0704982]"
7284,문현동 국제금융단지CCTV(인도),"[35.1472297, 129.0657929]"
7285,대연동 수영로325번길 파리바게트 부근,"[35.13860160000001, 129.1010627]"
7286,문현동 수영로 지게골경로당 부근,"[35.135611, 129.074458]"
7287,대연동 부경대정문앞CCTV(인도/곡각지),"[35.1374489, 129.1038067]"
7288,대연동 용소로34번길 오이시라멘 부근(곡각지),"[35.1348262, 129.1001056]"
7289,남구 용호4동 오륙도교회 부근,"[35.1108967, 129.1115012]"
7290,대연동 수영로 대연SK 상가 부근(인도),"[35.1370179, 129.0943]"
7291,문현동 우암로 380 부근,"[35.13580650000001, 129.0680135]"
7292,대연5동 못골로41번길부근,"[35.1365321, 129.0864195]"
7293,용호동 분포로 분포초등학교정문 부근(횡단보도),"[35.12888969999999, 129.1143634]"
7294,대연동 못골번영로 일동지에닌 부근(곡각지),"[35.1354211, 129.089447]"
7295,대연동 못골로12번길 왕성개발 부근,"[35.1353601, 129.086261]"
7296,용호동 용호로 지경희동물병원 부근,"[35.1145096, 129.111139]"
7297,대연1동 유엔평화로17번길 부근,"[35.1328758, 129.091826]"
7298,대연1동 부일전원빌라 부근(곡각지),"[35.1324493, 129.0889749]"
7299,용호동 분포로 41 부근(횡단보도위),"[35.1288789, 129.1140146]"
7300,대연동 수영로219번길 8 부근(교차로모퉁이),"[35.1354916, 129.0906176]"
7301,대연동 유엔평화로9번길 17 부근,"[35.1343502, 129.0929406]"
7302,대연경성대부경대역CCTV(곡각/인도),"[35.1379815, 129.1008275]"
7303,용호동 용주로50번길 3 부근(교차로모퉁이),"[35.1125526, 129.1141533]"
7304,감만동 8부두로 8부두로 부근(곡각/인도),"[35.1170892, 129.0771011]"
7305,용호동 용호로197번길 경화약국 부근(곡각/횡단보도),"[35.1147851, 129.1111956]"
7306,대연경성대부경대역CCTV(횡단보도/자전거도로),"[35.1379815, 129.1008275]"
7307,대연동 유엔평화로9번길 78 부근,"[35.1346147, 129.0961942]"
7308,문현동 전포대로 90 부근,"[35.1446772, 129.0670769]"
7309,문현동 자유평화로부근(인도),"[35.1466606, 129.065868]"
7310,문현동 수영로39번가길 31 부근,"[35.138089, 129.0740105]"
7311,감만동 우암로 71-1 부근(인도),"[35.1168906, 129.0808442]"
7312,문현동 진남로232번길 12-9 부근(인도),"[35.145711, 129.0757534]"
7313,감만동 현대오일뱅크CCTV(횡단보도),"[35.1120502, 129.0809651]"
7314,대연동 수영로334번길 뚱보네돼지갈비 부근(곡각지),"[35.1366434, 129.1017792]"
7315,대연동 유엔로,"[35.1282377, 129.0900825]"
7316,문현동 자성로 문현교차로 부근(인도),"[35.1364206, 129.0679768]"
7317,대연동 용소로7번길 이디야커피 부근,"[35.1388369, 129.1048132]"
7318,대연동 유엔로120번길 38 부근,"[35.1294871, 129.091356]"
7319,대연동 수영로358번길 여성회관 부근(곡각지),"[35.1390877, 129.1045532]"
7320,대연동 수영로293번길 경성대 상대 부근(직각),"[35.138113, 129.0977173]"
7321,대연동 홍곡로 대연파크 푸르지오아파트 부근,"[35.1214776, 129.0879274]"
7322,대연동 대천사거리 CCTV(자전거도로),"[35.1083946, 128.9308709]"
7323,문현동 수영로 21 부근(인도),"[35.1372847, 129.0700683]"
7324,대연동 수영로322번길 리마크빌 부근(곡각지),"[35.1376198, 129.1015344]"
7325,대연동 유엔평화로 남선알미늄 부근,"[35.1288295, 129.092914]"
7326,감만1동 성심외과의원부근,"[35.1157201, 129.0811962]"
7327,대연4동 부산공업고등학교부근(인도/정류장),"[35.1306439, 129.0879751]"
7328,문현동 남동천로 8-15 부근,"[35.1378895, 129.0669017]"
7329,문현동 전포대로92번길 강진융프라우II 부근,"[35.1450012, 129.0684085]"
7330,대연동 수영로249번길 황성가마솥한우곰탕 부근,"[35.1356188, 129.086691]"
7331,문현2동 문현이마트부근(인도/횡단보도),"[35.1443594, 129.0642591]"
7332,문현1동 대흥천보약국부근(인도),"[35.1440864, 129.0716429]"
7333,문현1동 문현로 부근(인도),"[35.1466606, 129.065868]"
7334,문현동 682,"[35.1414523, 129.0671468]"
7335,용호동 용주로 60 부근(곡각지),"[35.1129491, 129.114103]"
7336,용호동 용호로160번길 4 부근(교차로 모퉁이/횡단보도),"[35.1181486, 129.1113936]"
7337,감만동 신선로 현대오일뱅크 부산물류센터 부근(안전지대),"[35.1158856, 129.0908752]"
7338,문현동 남동천로 부산국제금융센터신축공사현장 부근,"[35.1472297, 129.0657929]"
7339,대연동 유엔평화로42번길 23 부근,"[35.1311296, 129.0907383]"
7340,문현동 지게골로 52-5 부근,"[35.1354728, 129.0708873]"
7341,대연동 유엔평화로10번길 대연충전소 부근,"[35.1347268, 129.0896415]"
7342,문현동 우암로362번길 13 부근,"[35.1341121, 129.0677807]"
7343,대연동 황령대로319번가길 53 부근(횡단보도),"[35.1518257, 129.090402]"
7344,대연동 대연사거리CCTV(인도/횡단보도),"[35.1351157, 129.091919]"
7345,문현동 진남로210번길 성암사입구 부근,"[35.1450502, 129.0779099]"
7346,문현동 자성로 152 부근,"[35.1364206, 129.0670324]"
7347,대연동 수영로346번길 17 부근,"[35.1384207, 129.1038937]"
7348,용호동 동명로145번길 98 부근,"[35.1239314, 129.113402]"
7349,문현동 우암로362번길 27 부근,"[35.1337897, 129.0685621]"
7350,대연동 유엔평화로4번길 5 부근,"[35.1344152, 129.0915359]"
7351,대연동 SK뷰힐스공사장 부근,"[35.1370179, 129.0943]"
7352,문현동 자유평화로59번길,"[35.1429049, 129.0662658]"
7353,용당동 신선로447번길 9 부근(교차로모퉁이),"[35.1255561, 129.0974794]"
7354,용당동 용당초등학교부근,"[35.1171178, 129.0945026]"
7355,감만동 홍곡로 행복부동산 부근,"[35.1414268, 129.0932454]"
7356,대연동 용소로28번길 마이마이치킨 부근(곡각지),"[35.1348421, 129.099763]"
7357,대연4동 대연교회 부근,"[35.1256169, 129.0964466]"
7358,대연동 못골로12번길 35 부근,"[35.135518, 129.0857675]"
7359,대연동 용소로22-1 CCTV(인도/자전거도로),"[35.1353148, 129.1006048]"
7360,감만동 석포로 육고기사관학교 부근(인도),"[35.1222049, 129.0854169]"
7361,대연4동 영빈관예식장부근,"[35.1271736, 129.0939167]"
7362,용호동 이기대공원로 104 부근,"[35.1322108, 129.1210029]"
7363,대연동 유엔평화로47번길 참숯 일등갈비 부근,"[35.1342268, 129.0896415]"
7364,대연동 진남로46번길 9 부근(곡각지),"[35.1385645, 129.0902065]"
7365,문현동 전포대로67번길 25 부근,"[35.142611, 129.065157]"
7366,대연동 올리브하우스7차 부근,"[35.1414268, 129.0932454]"
7367,문현동 우암로362번길 43 부근,"[35.1333253, 129.0693087]"
7368,감만동 석포로 국제숯불막창 부근(횡단보도),"[35.1218949, 129.0861977]"
7369,대연동 홍곡로 대연파크 푸르지오아파트 부근(횡단보도),"[35.1214776, 129.0879274]"
7370,용당동 동명로 26 부근(횡단보도),"[35.1189092, 129.0991466]"
7371,대연동 못골번영로 kb부동산 부근,"[35.1370383, 129.0889188]"
7372,용호동 SK뷰@앞 인도CCTV(인도/횡단보도),"[35.1155121, 129.115598]"
7373,문현동 문현금융로 1-1 부근,"[35.1472297, 129.0657929]"
7374,대연동 수영로334번길 3 부근(횡단보도),"[35.1382384, 129.1024349]"
7375,대연동 황령대로492번길 30 부근(횡단보도),"[35.137684, 129.1060047]"
7376,문현동 전포대로 104 부근,"[35.1460649, 129.0671214]"
7377,용호동 동명로101번길 1 부근(교차로 모퉁이/횡단보도),"[35.1198712, 129.1079371]"
7378,문현동 고동골로 58 부근,"[35.1422843, 129.0713364]"
7379,대연동 못골번영로 대호수도설비 부근,"[35.1402566, 129.0887312]"
7380,문현동 전포대로부근(횡단보도),"[35.1422239, 129.0672816]"
7381,대연동 용소로 47 부근,"[35.132439, 129.1029874]"
7382,대연동 용소로21번길 132 부근,"[35.1385124, 129.106198]"
7383,대연동 수영로172번길 영남주차장 부근,"[35.1353704, 129.0929587]"
7384,문현2동 무지개다리 부근(횡단보도/역주차),"[35.142535, 129.064253]"
7385,대연동 용소로8번길 45 부근,"[35.135489, 129.0982853]"
7386,대연동 수영로266번길 7 부근,"[35.1352633, 129.096022]"
7387,감만2동 자유4차아파트부근(횡단보도),"[35.1222003, 129.0815592]"
7388,문현동 수영로 명륜당약국 부근,"[35.1355596, 129.0693933]"
7389,문현동 문현교차로 부근(횡단보도),"[35.1358751, 129.0692258]"
7390,남구 우암2동 장고개로33번길 부근,"[35.1284104, 129.0703537]"
7391,대연동 수영로 168 부근(인도/횡단보도),"[35.1345834, 129.0850511]"
7392,용호동 분포로 115 부근(교차로 모퉁이),"[35.1295917, 129.11584]"
7393,문현동 황령대로74번길 103 부근,"[35.1453132, 129.0676274]"
7394,대연동 수영로346번길 36 부근,"[35.1373176, 129.1041782]"
7395,문현동 수영로13번길 42 부근,"[35.1385458, 129.0707728]"
7396,대연동 유엔평화로 동방의빛 부근,"[35.12774890000001, 129.0956469]"
7397,대연6동 동원로얄듀크 앞(횡단보도),"[35.1359745, 129.0869157]"
7398,대연동 용소로11앞CCTV(자전거도로/횡단보도),"[35.1364053, 129.1008225]"
7399,대연동 수영로250번길 19 부근,"[35.1346994, 129.0948052]"
7400,대연동 용소로13번길 88 부근,"[35.1380583, 129.1049892]"
7401,문현동 진남로 대연에스케이뷰 부근,"[35.1370179, 129.0943]"
7402,문현동 장고개로 107 부근,"[35.1347375, 129.0693327]"
7403,용호1동 성호의원 부근(인도),"[35.1207569, 129.1090012]"
7404,대연동 유엔평화로 15 부근(인도),"[35.12774890000001, 129.0956469]"
7405,용호동 용호로177번길 65 부근,"[35.1159491, 129.1147425]"
7406,대연동 유엔평화로17번길 4 부근(교차로 모퉁이),"[35.1332059, 129.0922889]"
7407,대연동 못골번영로40번길 25 부근(교차로 모퉁이),"[35.1387576, 129.0904867]"
7408,대연동 수영로 못골역 부근(곡각지),"[35.134597, 129.084263]"
7409,문현동 전포대로 부광자원 부근(횡단보도),"[35.573179, 129.3085532]"
7410,용호동 GS하이츠자이아파트 부근(곡각지),"[35.1327553, 129.1109465]"
7411,대연동 용소로7번길 45 부근(곡각지),"[35.1377937, 129.1024717]"
7412,대연동 유엔로 197 부근(인도),"[35.1304041, 129.0977167]"
7413,문현동 전포대로 72 부근(교각하부),"[35.1431726, 129.0670968]"
7414,문현동 수영로13번길 39 부근(인도),"[35.1384873, 129.0705569]"
7415,대연동 진남로 sk뷰 부근,"[35.1370179, 129.0943]"
7416,문현동 전포대로91번길 47 부근(교차로 모퉁이),"[35.1443594, 129.0642591]"
7417,대연동 수영로 195-10 부근(곡각지),"[35.1354056, 129.0880444]"
7418,문현동 전포대로68번길 1 부근(인도),"[35.1431094, 129.067209]"
7419,대연동 석포로114번길 킴스볼링장 부근(곡각지),"[35.1276931, 129.0911807]"
7420,대연동 못골로41번길 동원로얄듀크아파트 부근(정류장),"[35.1359745, 129.0869157]"
7421,용호동 용호로 179 부근(횡단보도),"[35.1162954, 129.1112894]"
7422,대연동 용소로7번길 야우 부근,"[35.1370714, 129.1009641]"
7423,문현동 전포대로110번길 샘미용실 부근,"[35.1466208, 129.0676642]"
7424,대연동 수영로250번길 2 부근(곡각/횡단보도),"[35.135014, 129.0939052]"
7425,대연동 수영로 207 부근(교차로 모퉁이),"[35.1351814, 129.0892254]"
7426,감만동 양지골로 파타야 부근(사선),"[35.1153706, 129.0859562]"
7427,대연동 용소로40번길 대연부동산 부근,"[35.1341023, 129.0997183]"
7428,대연동 수영로 299 부근(인도),"[35.1371214, 129.0989487]"
7429,대연동 유엔평화로4번길 30 부근,"[35.126307, 129.100906]"
7430,감만동 현대오일뱅크CCTV(인도/횡단보도),"[35.1120502, 129.0809651]"
7431,대연동 용소로7번길 지엔지부동산 부근(곡각지),"[35.1377761, 129.1028034]"
7432,문현4동 주민복합센터 부근,"[35.1323564, 129.0698417]"
7433,문현동 무지개다리 부근(곡각지),"[35.142535, 129.064253]"
7434,감만동 감만1동주민센터 부근(인도/곡각지),"[35.1168676, 129.0806706]"
7435,문현동 수영로 79 부근(인도),"[35.1349353, 129.0760056]"
7436,문현동 수영로 83 부근(인도),"[35.1347293, 129.0763682]"
7437,대연동 벽산e-쏘렌스빌 부근(인도),"[35.1414268, 129.0932454]"
7438,대연동 석포로 127번길 99 부근,"[35.1273108, 129.0900894]"
7439,감만1동 동항초등학교부근(인도),"[35.114729, 129.0826982]"
7440,용호동 분포로 힐탑탑플레이스상가 부근(정류장),"[35.1320517, 129.1126263]"
7441,문현동 전포대로67번길 무지개다리 부근(곡각지),"[35.142535, 129.064253]"
7442,문현동 우암로362번길 37 부근,"[35.133554, 129.0690199]"
7443,문현동 전포대로68번길 5 부근(인도),"[35.1428789, 129.0672795]"
7444,대연동 유엔로201번길 보림빌 부근,"[35.1326761, 129.0982684]"
7445,문현동 전포대로67번길 33 부근,"[35.1426498, 129.0647416]"
7446,문현동 고동골로 18 부근(인도/횡단보도),"[35.138564, 129.0712657]"
7447,문현동 고동골로97번길 문현현대아파트2차 부근(인도),"[35.1478083, 129.0736426]"
7448,대연3동 황령대로492번길 부근(사선),"[35.1370376, 129.1054963]"
7449,대연동 황령대로 504 부근(인도/횡단보도),"[35.13676210000001, 129.1082559]"
7450,용호동 용호로216번길 10 부근(인도/횡단보도),"[35.1132125, 129.1104161]"
7451,문현2동 남동천로부근,"[35.1442273, 129.0731356]"
7452,문현2동 범5호교부근(곡각/횡단보도),"[35.14142, 129.0645603]"
7453,문현동 고동골로 18 부근(횡단보도위),"[35.138564, 129.0712657]"
7454,대연동 용소로14번길 41 부근,"[35.1356935, 129.099547]"
7455,문현동 전포대로92번길 3 부근(교차로모퉁이),"[35.1451137, 129.0671518]"
7456,감만동 무민사로 국제정비 부근,"[35.1124078, 129.0817138]"
7457,우암동 동항로 광이골드힐 부근,"[35.12733840000001, 129.0687547]"
7458,문현동 우암로362번길 47 부근,"[35.1331547, 129.0695303]"
7459,문현1동 주민센터 부근,"[35.144031, 129.0766146]"
7460,대연동 리마크빌뒤편CCTV(교차로모퉁이),"[35.1376198, 129.1015344]"
7461,용호1동 분포로 부근(사선),"[35.1295917, 129.11584]"
7462,대연동 수영로219번길 12-8 부근,"[35.1355026, 129.0909008]"
7463,대연동 용소로28번길 쥬시 부근(곡각/횡단보도),"[35.1348421, 129.099763]"
7464,대연동 수영로325번길 바램 부근(인도/곡각지),"[35.143225, 129.0977168]"
7465,문현동 고동골로36번가길 59 부근,"[35.1432923, 129.0715131]"
7466,대연동 수영로298번길 산암주차장 부근,"[35.1362742, 129.0989805]"
7467,문현동 전포대로67번길 11-1 부근,"[35.142681, 129.0659041]"
7468,문현동 수영로 46 부근(인도),"[35.1363084, 129.0723192]"
7469,대연동 수영로 부산성소병원 부근(곡각지),"[35.135009, 129.085745]"
7470,문현동 전포대로67번길 금융타운부동산 부근(횡단보도),"[35.1428276, 129.0662958]"
7471,대연동 황령대로319번가길 신원아파트 부근,"[35.1525585, 129.0886605]"
7472,대연동 못골로 29 부근,"[35.1361059, 129.0854411]"
7473,대연동 용소로 28 부근(교차로모퉁이),"[35.134804, 129.1006659]"
7474,문현동 지게골로 120 부근,"[35.1346402, 129.0738148]"
7475,대연동 석포로 126번길 문화마트 부근,"[35.1279833, 129.0923486]"
7476,문현동 수영로13번길 한화꿈에그린 부근,"[35.1377816, 129.0690877]"
7477,대연동 진남로 59 부근(인도),"[35.1379247, 129.0886837]"
7478,대연동 대연파크푸르지오앞,"[35.1298105, 129.0913635]"
7479,문현동 문현로36번길 메트로교회 부근,"[35.1423971, 129.0746095]"
7480,대연동 수영로 135-1 부근(인도),"[35.1347403, 129.0815124]"
7481,문현동 전포대로67번길 남씨과일상회 부근,"[35.1428464, 129.0648742]"
7482,문현1동 엑스퍼부근(인도),"[35.143249, 129.07657]"
7483,문현동 전포대로68번길 3 부근,"[35.1428793, 129.0671369]"
7484,대연동 못골로12번길 명가메기매운탕 부근,"[35.1358486, 129.0910119]"
7485,문현동 전포대로 국도칠판교구사 부근,"[35.1443201, 129.0670942]"
7486,대연동 수영로358번길 셀프빨래방24 부근,"[35.1383126, 129.1054207]"
7487,문현2동 남천동로 부근(횡단보도),"[35.1452803, 129.0686712]"
7488,용호동 용호로109번길 수훈중국관 부근(횡단보도),"[35.1225064, 129.1126119]"
